index,idnekretnine,Tip_nekretnine,Tip_ponude,Cena,Cena_kvadrat,Kvadratura,Sprat,Spratnost,Uknjizeno,Grejanje,Ukupan broj soba,Namestenost,Broj kupatila,Tip gradnje,Stanje objekta,Grad,Deo grada,MikroLokacija,Površina placa,Parking,Lift,Link,Distance
754,633699,Stanovi,Prodaja,89000,1.369,65,0,6,1,Etažno,3.0,,,Starogradnja,,Beograd,Savski venac, Kneza Miloša,,0,0,https://sasomange.rs//p/118871789/centar-kneza-milosa-trosoban-65kvm,1.4345129655594104
755,633700,Stanovi,Prodaja,1003888,10.14,99,37,40,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/112316534/beograd-na-vodi,1.1112000210374295
756,633701,Stanovi,Prodaja,765888,3.492,219,8,8,0,,5.0,,2.0,,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/124078587/bw-sensa-stan-od-219m2,1.1112000210374295
757,633703,Stanovi,Prodaja,225000,4.245,53,3,23,0,Centralno,2.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/137500765/beograd-na-vodi-verde,1.1112000210374295
758,633704,Stanovi,Prodaja,1600000,7.619,210,0,,1,,3.0,,1.0,,,Beograd,Savski venac, Centar,,0,0,https://sasomange.rs//p/138797142/savski-venac-centar-deligradska-3,0.0
759,633706,Stanovi,Prodaja,324888,3.914,83,3,6,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/133687802/bw-quartet-2-funkcionalan-useljivo,1.1112000210374295
760,633707,Stanovi,Prodaja,564888,3.716,152,6,8,1,Centralno,4.0,,3.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137457660/bw-quartet-3-tri-spavace,1.1112000210374295
761,633709,Stanovi,Prodaja,200000,6.209,32,3,24,1,Centralno,1.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/131207989/prodaja-stan-32-21m2-bw,1.1112000210374295
762,633710,Stanovi,Prodaja,130000,3.421,38,2,10,1,Centralno,1.0,,1.0,Starogradnja,,Beograd,Savski venac, Stadion Crvene zvezde,,0,1,https://sasomange.rs//p/138810677/uknjizen-1-0-stan-ljutice,
763,633711,Stanovi,Prodaja,405000,4.602,88,5,23,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/125797163/useljiv-stan-u-beogradu-na,1.1112000210374295
764,633712,Stanovi,Prodaja,445888,3.844,116,6,9,1,,4.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/126981936/cetvorosoban-stan-u-zgradi-quartet,1.1112000210374295
765,633713,Stanovi,Prodaja,180000,2.236,81,3,4,1,Centralno,3.0,,1.0,Starogradnja,Izvorno stanje,Beograd,Savski venac, Dedinje,,1,0,https://sasomange.rs//p/134895516/prodaja-3-0-stana-na,2.1042506912594936
766,633714,Stanovi,Prodaja,74900,2.024,37,1,,1,Etažno,1.5,,1.0,Starogradnja,Izvorno stanje,Beograd,Savski venac, Mostarska petlja,,0,0,https://sasomange.rs//p/140542596/kod-mostara-1-5-37m2,
767,633715,Stanovi,Prodaja,299000,2.513,119,3,4,1,Etažno,4.0,,1.0,Starogradnja,Renoviran,Beograd,Savski venac, Klinički centar,,0,1,https://sasomange.rs//p/134894112/salonac-u-centru-bez-ulaganja,0.6741943298916431
768,633718,Stanovi,Prodaja,338888,3.556,95,0,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137464838/bw-eterna-apartment-with-private,1.1112000210374295
769,633719,Stanovi,Prodaja,363888,3.54,103,0,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137464837/bw-quartet-3-orjentisan-ka,1.1112000210374295
770,633720,Stanovi,Prodaja,395000,2.5,158,4,5,1,,5.0,,,,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/122141759/prodaja-stana-dedinje-pink-158m2,2.1042506912594936
771,633721,Stanovi,Prodaja,1095000,5.887,186,3,5,1,Toplotne pumpe,4.0,,2.0,Novogradnja,Izvorno stanje,Beograd,Savski venac, Dedinje,,1,1,https://sasomange.rs//p/140511255/palace-one-dedinje-nov-cetvorosoban,2.1042506912594936
772,633722,Stanovi,Prodaja,109000,3.759,29,3,4,1,TA peć,1.0,,1.0,Starogradnja,,Beograd,Savski venac, Centar,,0,0,https://sasomange.rs//p/137466217/palata-pravde-1-0-29m2,0.0
773,633723,Stanovi,Prodaja,1160888,9.515,122,16,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/134893467/beograd-na-vodi,1.1112000210374295
774,633724,Stanovi,Prodaja,848000,4.0,212,8,8,0,Centralno,5.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/128561462/beograd-na-vodi-hercegovacka-212m2,1.1112000210374295
775,633725,Stanovi,Prodaja,888000,4.0,222,8,8,0,Centralno,5.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/128561463/beograd-na-vodi-hercegovacka-222m2,1.1112000210374295
776,633726,Stanovi,Prodaja,132000,3.143,42,3,5,1,,1.0,,1.0,,,Beograd,Savski venac, Klinički centar,,0,0,https://sasomange.rs//p/140478432/klinicki-centar-resavska-1-0,0.6741943298916431
777,633727,Stanovi,Prodaja,399000,3.192,125,4,5,1,,4.0,,1.0,,Lux,Beograd,Savski venac, Beograđanka,,1,0,https://sasomange.rs//p/123963949/predivan-salonac-u-centru-grada,1.6357321765588402
778,633728,Stanovi,Prodaja,532000,4.547,117,22,23,1,Centralno,4.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/134857251/bw-verde-nov-lux-cetvorosoban,1.1112000210374295
779,633729,Stanovi,Prodaja,479000,4.606,104,23,23,1,Centralno,4.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/134857250/bw-verde-nov-lux-cetvorosoban,1.1112000210374295
780,633731,Stanovi,Prodaja,185000,3.246,57,5,5,1,Centralno,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Savski trg,,0,1,https://sasomange.rs//p/140495219/savski-venac-savski-trg-id,1.6625786996508616
781,633732,Stanovi,Prodaja,320000,3.077,104,0,4,1,Centralno,4.0,,1.0,Starogradnja,Renoviran,Beograd,Savski venac, Palata pravde,,0,0,https://sasomange.rs//p/125490971/palata-pravde-renoviran-cetvorosoban-salonac,1.253629233296969
782,633733,Stanovi,Prodaja,170000,2.5,68,2,3,1,Etažno,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Savski trg,,0,0,https://sasomange.rs//p/138767485/renoviran-salonac-na-drugom-spratu,1.6625786996508616
783,633734,Stanovi,Prodaja,750000,6.881,109,14,17,1,Centralno,4.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/133663678/savski-venac-beograd-na-vodi,1.1112000210374295
784,633735,Stanovi,Prodaja,463888,4.179,111,16,18,1,Centralno,4.0,,3.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/133663656/nova-zgrada-bw-nika-pogled,1.1112000210374295
785,633736,Stanovi,Prodaja,340000,6.182,55,16,23,0,Centralno,2.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/118880411/bw-aurora-dvosoban-lux-namesten,1.1112000210374295
786,633737,Stanovi,Prodaja,180000,2.5,72,3,3,1,TA peć,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Savski trg,,0,0,https://sasomange.rs//p/138769477/renoviran-stan-na-trecem-spratu,1.6625786996508616
787,633738,Stanovi,Prodaja,750000,6.881,109,14,17,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/133664344/beograd-na-vodi,1.1112000210374295
788,633740,Stanovi,Prodaja,958888,6.266,153,18,25,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/140502939/bw-riviera-zlatni-korak-iznad,1.1112000210374295
789,633741,Stanovi,Prodaja,330000,4.4,75,1,20,0,Centralno,3.0,,,Novogradnja,Izvorno stanje,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/136880174/beograd-na-vodi-terra-trosoban,1.1112000210374295
790,633742,Stanovi,Prodaja,214900,2.865,75,3,3,1,Etažno,3.0,,1.0,Starogradnja,Lux,Beograd,Savski venac, Centar,,0,0,https://sasomange.rs//p/123864614/luksuzan-jedinstven-trosoban-stan-u,0.0
791,633743,Stanovi,Prodaja,272888,3.79,72,7,8,1,,2.5,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/120900610/savski-venac-beograd-na-vodi,1.1112000210374295
792,633744,Stanovi,Prodaja,309888,3.443,90,2,8,1,,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/120900658/savski-venac-beograd-na-vodi,1.1112000210374295
793,633746,Stanovi,Prodaja,296888,3.493,85,5,8,1,,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/120900639/savski-venac-beograd-na-vodi,1.1112000210374295
794,633747,Stanovi,Prodaja,230000,2.556,90,4,5,0,,4.0,,,Starogradnja,,Beograd,Savski venac, Dedinje,,1,1,https://sasomange.rs//p/119979660/4-0-karadjordjeva-90m2-iv,2.1042506912594936
795,633748,Stanovi,Prodaja,410000,2.628,156,0,2,0,Gas,5.0,,,Novogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/138719122/dedinje-slavka-curuvije-156m2-sa,2.1042506912594936
796,633749,Stanovi,Prodaja,245000,3.224,76,1,4,1,TA peć,4.0,,2.0,Starogradnja,Izvorno stanje,Beograd,Savski venac, Savski trg,,1,1,https://sasomange.rs//p/134715543/savski-venac-savamala-karadjordjeva-76m2,1.6625786996508616
797,633750,Stanovi,Prodaja,290000,5.273,55,14,23,0,Centralno,2.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/140387096/beograd-na-vodi-parkiview,1.1112000210374295
798,633752,Stanovi,Prodaja,390000,3.514,111,1,3,1,Etažno,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/123926352/dedinje-diplomatsko-naselje-1-3,2.1042506912594936
799,633754,Stanovi,Prodaja,290000,5.273,55,14,23,1,Centralno,2.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/140458903/savski-venac-beograd-na-vodi,1.1112000210374295
800,633755,Stanovi,Prodaja,112000,3.5,32,0,3,1,TA peć,1.0,,1.0,,Izvorno stanje,Beograd,Savski venac, Klinički centar,,0,0,https://sasomange.rs//p/127082179/autokomanda-oblakovska-prodaje-se-lepa,0.6741943298916431
801,633756,Stanovi,Prodaja,307888,3.58,86,1,8,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/121902976/savski-venac-beograd-na-vodi,1.1112000210374295
802,633758,Stanovi,Prodaja,350000,2.574,136,2,,1,,5.0,,,Novogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/137314007/savski-venac-dedinje-5-0,2.1042506912594936
803,633759,Stanovi,Prodaja,129900,2.406,54,0,4,1,TA peć,2.5,,1.0,Starogradnja,Za renoviranje,Beograd,Savski venac, Centar,,0,0,https://sasomange.rs//p/119943359/hotel-bristol-54m2-pr-ta,0.0
804,633761,Stanovi,Prodaja,351888,3.743,94,2,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132419521/bw-sensa-dvostrano-orjentisan-pogodan,1.1112000210374295
805,633762,Stanovi,Prodaja,305888,3.437,89,4,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132419524/bw-eterna-placanje-na-rate,1.1112000210374295
806,633763,Stanovi,Prodaja,946888,6.109,155,11,25,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132419523/bw-riviera-ekskluzivna-lokacija-pogled,1.1112000210374295
807,633764,Stanovi,Prodaja,292888,3.625,81,2,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132419522/beograd-na-vodi-zgrada-eterna,1.1112000210374295
808,633765,Stanovi,Prodaja,337888,3.796,89,6,8,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/126857020/trosoban-stan-u-zgradi-quartet,1.1112000210374295
809,633766,Stanovi,Prodaja,388000,4.264,91,4,12,1,Centralno,2.5,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/135892534/beograd-na-vodi-zgrada-terra,1.1112000210374295
810,633767,Stanovi,Prodaja,398000,4.374,91,10,12,1,Centralno,2.5,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/135901508/beograd-na-vodi-terra-10,1.1112000210374295
811,633769,Stanovi,Prodaja,595000,3.051,195,0,3,1,Norveški radijatori,4.0,,2.0,Novogradnja,,Beograd,Savski venac, Dedinje,,1,1,https://sasomange.rs//p/131073768/dedinje-195m2-pr-ta-uk,2.1042506912594936
812,633770,Stanovi,Prodaja,711888,4.477,159,12,15,0,Centralno,5.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/126864441/beograd-na-vodi,1.1112000210374295
813,633771,Stanovi,Prodaja,438888,3.816,115,8,8,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/126864383/beograd-na-vodi,1.1112000210374295
814,633772,Stanovi,Prodaja,323888,3.681,88,2,8,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/121902986/savski-venac-beograd-na-vodi,1.1112000210374295
815,633773,Stanovi,Prodaja,394888,3.949,100,0,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/126675735/bw-quartet-retko-u-ponudi,1.1112000210374295
816,633774,Stanovi,Prodaja,419000,3.916,107,3,4,1,Centralno,4.0,,1.0,Starogradnja,Lux,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/140259311/bulevar-kneza-aleksandra-karadjordjevica-dedinje,2.1042506912594936
817,633775,Stanovi,Prodaja,58000,3.412,17,0,,1,TA peć,1.0,,1.0,Starogradnja,,Beograd,Savski venac, Senjak,,0,0,https://sasomange.rs//p/126812717/odlicna-lokacija-stan-u-prizemlju,1.3840965110666832
818,633776,Stanovi,Prodaja,239000,2.516,95,3,5,0,Centralno,4.0,,,,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/121869404/ekonomski-fakultet-karadjordjeva-95m2,2.1042506912594936
819,633777,Stanovi,Prodaja,247500,4.5,55,15,24,0,Centralno,1.5,,,,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/137293462/savski-venac-beograd-na-vodi,1.1112000210374295
820,633778,Stanovi,Prodaja,375000,4.106,91,4,19,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/135938867/bw-terra-odmah-useljiv-pogled,1.1112000210374295
821,633779,Stanovi,Prodaja,158000,3.854,41,1,2,0,Centralno,1.0,,,,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/131033562/savski-venac-dedinje,2.1042506912594936
822,633780,Stanovi,Prodaja,450000,8.182,55,17,17,0,Centralno,2.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132390840/beograd-na-vodi,1.1112000210374295
823,633782,Stanovi,Prodaja,629000,5.518,114,13,25,1,Centralno,4.0,,2.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/140270750/beograd-na-vodi-zgrada-aqua,1.1112000210374295
824,633783,Stanovi,Prodaja,425888,3.703,115,7,8,1,Centralno,4.0,,3.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132396196/bw-eterna-pogled-na-park,1.1112000210374295
825,633785,Stanovi,Prodaja,280888,3.305,85,1,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132398101/belgrade-waterfront-new-eterna-building,1.1112000210374295
826,633786,Stanovi,Prodaja,264888,3.731,71,1,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132398100/beograd-na-vodi-bw-echo,1.1112000210374295
827,633787,Stanovi,Prodaja,200000,1.818,110,4,4,1,Centralno,4.0,,2.0,Starogradnja,Renoviran,Beograd,Savski venac, Centar,,0,0,https://sasomange.rs//p/120878133/centar-salonski-stan-kod-spomenika,0.0
828,633789,Stanovi,Prodaja,169500,5.468,31,2,24,1,Centralno,1.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/124092530/bw-verde-31m2-id-4886,1.1112000210374295
829,633790,Stanovi,Prodaja,486888,3.927,124,5,8,0,Centralno,4.0,,,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116370028/beograd-na-vodi,1.1112000210374295
830,633791,Stanovi,Prodaja,280888,3.266,86,1,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116315096/beograd-na-vodi,1.1112000210374295
831,633792,Stanovi,Prodaja,566888,3.277,173,8,8,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/126864376/savski-venac,1.1112000210374295
832,633793,Stanovi,Prodaja,393888,3.425,115,8,8,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116486653/beograd-na-vodi,1.1112000210374295
833,633794,Stanovi,Prodaja,396888,3.544,112,8,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/119490383/beograd-na-vodi,1.1112000210374295
834,633795,Stanovi,Prodaja,434888,3.717,117,1,8,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116370029/beograd-na-vodi,1.1112000210374295
835,633796,Stanovi,Prodaja,294888,3.596,82,7,8,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116505349/beograd-na-vodi,1.1112000210374295
836,633797,Stanovi,Prodaja,565000,5.0,113,12,19,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/121852971/savski-venac-beograd-na-vodi,1.1112000210374295
837,633798,Stanovi,Prodaja,183000,3.0,61,3,4,1,TA peć,2.0,,1.0,Starogradnja,Izvorno stanje,Beograd,Savski venac, Brankova,,0,0,https://sasomange.rs//p/137197589/savski-venac-zeleni-venac-lomina,
838,633799,Stanovi,Prodaja,259000,3.238,80,6,7,1,TA peć,4.0,,1.0,Starogradnja,Renoviran,Beograd,Savski venac, Centar,,0,1,https://sasomange.rs//p/114967511/stan-u-admirala-geprata-id,0.0
839,633800,Stanovi,Prodaja,139000,2.896,48,8,8,1,Centralno,1.5,,1.0,,Renoviran,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/130972282/sarmantno-potkrovlje-u-centru-grada,1.1112000210374295
840,633801,Stanovi,Prodaja,160000,1.481,108,6,6,1,Etažno,3.5,,1.0,Starogradnja,,Beograd,Savski venac, Savski trg,,0,1,https://sasomange.rs//p/140255183/savski-trg-mihaila-bogicevica-108m2,1.6625786996508616
841,633805,Stanovi,Prodaja,350000,3.608,97,1,4,1,Centralno,4.0,,,Starogradnja,Za renoviranje,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/140258579/dedinje-97m2-prodaja-stana,2.1042506912594936
842,633806,Stanovi,Prodaja,125400,3.389,37,10,,1,Centralno,1.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,1,1,https://sasomange.rs//p/138586045/dedinje-ljutice-bogdana-37m2-id,2.1042506912594936
843,633807,Stanovi,Prodaja,311888,3.627,86,2,8,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/126767903/odlican-trosoban-stan-u-zgradi,1.1112000210374295
844,633808,Stanovi,Prodaja,268888,3.735,72,3,8,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/126767864/trosoban-stan-u-zgradi-bw,1.1112000210374295
845,633809,Stanovi,Prodaja,259000,1.904,136,8,8,1,Centralno,4.0,,2.0,Starogradnja,,Beograd,Savski venac, Sajam,,0,1,https://sasomange.rs//p/129386628/bulevar-vojvode-misica-sajam-id,0.8769859073960617
846,633810,Stanovi,Prodaja,292888,3.71,79,3,18,1,,3.0,,2.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/137252638/bw-iris-trosoban-stan-na,1.1112000210374295
847,633811,Stanovi,Prodaja,285000,5.377,53,14,21,1,,2.0,,1.0,Novogradnja,Renoviran,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/132333979/bw-arija-smart-home-53m2,1.1112000210374295
848,633812,Stanovi,Prodaja,340000,4.146,82,2,19,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/135898759/prodaja-trosoban-stan-sa-garazom,1.1112000210374295
849,633813,Stanovi,Prodaja,480000,3.478,138,1,3,1,Centralno,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,1,https://sasomange.rs//p/121835870/mihaila-avramovica-dedinje-id-41965,2.1042506912594936
850,633815,Stanovi,Prodaja,285000,3.353,85,1,1,1,,2.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/137273136/savski-venac-dedinje-85m2-2t,2.1042506912594936
851,633816,Stanovi,Prodaja,396000,4.4,90,1,17,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/132361248/savski-venac-beograd-na-vodi,1.1112000210374295
852,633817,Stanovi,Prodaja,245000,3.828,64,0,3,1,,2.5,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,1,0,https://sasomange.rs//p/133527632/savski-venac-dedinje-64m2-t,2.1042506912594936
853,633818,Stanovi,Prodaja,299900,1.874,160,6,6,0,,4.0,,2.0,Starogradnja,,Beograd,Savski venac, Centar,,0,1,https://sasomange.rs//p/114949132/savski-venac,0.0
854,633819,Stanovi,Prodaja,525000,4.038,130,0,1,0,Gas,3.0,,1.0,,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/140259292/plus-savski-venac-sf-15647,2.1042506912594936
855,633820,Stanovi,Prodaja,260000,4.906,53,14,19,1,,2.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/133543316/prodaja-luksuzan-dvosoban-stan-bw,1.1112000210374295
856,633821,Stanovi,Prodaja,310000,4.429,70,0,3,1,Centralno,2.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Dedinje,,1,1,https://sasomange.rs//p/135937286/dedinje-nov-lux-dvosoban-sa,2.1042506912594936
857,633822,Stanovi,Prodaja,430000,5.972,72,12,16,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/133563734/savski-venac-beograd-na-vodi,1.1112000210374295
858,633823,Stanovi,Prodaja,304888,3.545,86,2,8,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/121902975/savski-venac-beograd-na-vodi,1.1112000210374295
859,633824,Stanovi,Prodaja,314888,3.661,86,3,8,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/121902980/savski-venac-beograd-na-vodi,1.1112000210374295
860,633825,Stanovi,Prodaja,272000,4.945,55,16,23,0,Centralno,2.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/132426627/beograd-na-vodi,1.1112000210374295
861,633826,Stanovi,Prodaja,275000,5.0,55,1,10,1,Centralno,2.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/140327754/beograd-na-vodi-zgrada-sole,1.1112000210374295
862,633827,Stanovi,Prodaja,225000,3.879,58,1,5,1,Etažno,2.0,,1.0,Starogradnja,Za renoviranje,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/137339484/2-0-savski-venac-dedinje,2.1042506912594936
