index,idnekretnine,Tip_nekretnine,Tip_ponude,Cena,Cena_kvadrat,Kvadratura,Sprat,Spratnost,Uknjizeno,Grejanje,Ukupan broj soba,Namestenost,Broj kupatila,Tip gradnje,Stanje objekta,Grad,Deo grada,MikroLokacija,Površina placa,Parking,Lift,Link,Distance
1787,635387,Stanovi,Prodaja,1479888,9.099,163,14,42,1,Centralno,4.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116421159/bw-kula-privilegija-zivota-na,1.1112000210374295
1788,635388,Stanovi,Prodaja,317888,3.699,86,1,8,1,Centralno,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116424974/bw-quartet-3-2024-bez,1.1112000210374295
1789,635389,Stanovi,Prodaja,437888,3.748,117,5,8,1,Centralno,4.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116422625/bw-quartet-3-bez-provizije,1.1112000210374295
1790,635390,Stanovi,Prodaja,787888,8.967,88,24,42,1,Centralno,3.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116425086/bw-kula-bez-provizije-id,1.1112000210374295
1791,635392,Stanovi,Prodaja,272888,3.535,77,1,9,1,Centralno,3.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116425087/bw-quartet-4-2024-bez,1.1112000210374295
1792,635393,Stanovi,Prodaja,475888,4.345,110,15,16,1,Centralno,4.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116622505/bw-sole-izuzetan-trosoban-stan,1.1112000210374295
1793,635395,Stanovi,Prodaja,642888,8.754,73,26,42,1,Centralno,2.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116424914/bw-kula-bez-provizije-lux,1.1112000210374295
1794,635396,Stanovi,Prodaja,179000,3.255,55,3,3,1,TA peć,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Centar,,0,0,https://sasomange.rs//p/116832023/stan-na-prestiznoj-lokaciji-id,0.0
1795,635397,Stanovi,Prodaja,448888,3.837,117,4,8,1,Centralno,4.0,,3.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/116132889/quartet-beograd-na-vodi-bez,1.1112000210374295
1796,635398,Stanovi,Prodaja,632888,8.618,73,2,39,1,Centralno,2.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/116111264/kula-pogled-na-ceo-grad,1.1112000210374295
1797,635399,Stanovi,Prodaja,550888,3.781,146,8,9,1,Centralno,4.5,,3.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/116416975/bw-lumia-trostrano-orijentisan-na,1.1112000210374295
1798,635400,Stanovi,Prodaja,393888,3.425,115,8,8,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/116132919/bw-quartet-3-na-vrhu,1.1112000210374295
1799,635401,Stanovi,Prodaja,470888,3.85,122,8,9,1,Centralno,4.0,,3.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/116324835/bw-lumia-trostrano-orijentisan-na,1.1112000210374295
1800,635402,Stanovi,Prodaja,272888,3.721,73,7,8,1,Centralno,3.0,,2.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/116132990/bw-eterna-odlicna-investicija-id,1.1112000210374295
1801,635403,Stanovi,Prodaja,240000,2.143,112,7,8,0,,4.0,,2.0,,,Beograd,Savski venac, Palata pravde,,0,1,https://sasomange.rs//p/117791350/savski-venac-palata-pravde-dr,1.253629233296969
1802,635422,Stanovi,Prodaja,240000,2.5,96,0,4,1,Centralno,3.5,,1.0,Novogradnja,,Beograd,Zvezdara, Denkova bašta,,0,0,https://sasomange.rs//p/114968234/denkova-basta-velikomoravska-96m2-plus,3.8324414104227666
1803,635423,Stanovi,Prodaja,210000,1.694,124,3,,0,,4.0,,,Starogradnja,,Beograd,Zvezdara, Učiteljsko naselje,,0,0,https://sasomange.rs//p/114836509/mis-irbijeve-124m2-duplex-namesten,4.443990198890572
1804,635424,Stanovi,Prodaja,320000,1.684,190,0,3,0,Centralno,5.0,,,Novogradnja,,Beograd,Zvezdara, Mirijevo,,1,0,https://sasomange.rs//p/112617458/beograd-opstina-zvezdara-mirijevo-milica,5.9291674812237805
1805,635425,Stanovi,Prodaja,186000,1.59,117,0,3,0,Etažno,3.0,,1.0,Novogradnja,,Beograd,Zvezdara, Severni bulevar,,0,0,https://sasomange.rs//p/112575572/zvezdara-severni-bulevar-supilova-3,3.5695249238901785
1806,635426,Stanovi,Prodaja,72000,1.2,60,3,3,0,Centralno,3.0,,,Novogradnja,,Beograd,Zvezdara, Veliki Mokri Lug,,0,0,https://sasomange.rs//p/112617354/beograd-opstina-zvezvdara-veliki-mokri,7.212888553561136
1807,635427,Stanovi,Prodaja,145000,0.935,155,3,3,1,Centralno,5.0,,1.0,Starogradnja,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/112575679/zvezdara-mirijevo-2-branka-copica,5.9291674812237805
1808,635428,Stanovi,Prodaja,330000,2.2,150,6,7,0,Centralno,3.0,,,Novogradnja,,Beograd,Zvezdara, Vukov Spomenik,,0,0,https://sasomange.rs//p/112617351/beograd-opstina-zvezdara-vukov-spomenik,2.4358488943593373
1809,635429,Stanovi,Prodaja,355000,2.152,165,7,7,1,Centralno,3.0,,1.0,Novogradnja,,Beograd,Zvezdara, Gradska bolnica,,0,1,https://sasomange.rs//p/112575614/zvezdara-gradska-bolnica-dimitrija-tucovica,3.8046748802068664
1810,635430,Stanovi,Prodaja,335000,2.233,150,4,5,1,Norveški radijatori,3.0,,,,,Beograd,Zvezdara, Lion,,0,1,https://sasomange.rs//p/112597361/zvezdara-lion-ulcinjska-3-0,3.39577391009416
1811,635431,Stanovi,Prodaja,210000,1.981,106,2,2,1,Centralno,4.0,,,Novogradnja,,Beograd,Zvezdara, Zvezdarska šuma,,0,0,https://sasomange.rs//p/112575767/zvezdara-zvezdarska-suma-veljka-dugosevica,4.304899319797302
1812,635432,Stanovi,Prodaja,250000,2.941,85,1,3,0,Podno,3.0,,,Novogradnja,,Beograd,Savski venac, Senjak,,0,0,https://sasomange.rs//p/115075973/3-0-senjak-ovcarska-novo,1.3840965110666832
1813,635433,Stanovi,Prodaja,240000,1.778,135,7,8,0,Podno,4.0,,2.0,Starogradnja,,Beograd,Savski venac, Palata pravde,,0,1,https://sasomange.rs//p/114949191/savski-venac,1.253629233296969
1814,635435,Stanovi,Prodaja,110000,1.209,91,0,5,1,Centralno,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/115294104/jevrema-grujica-dedinje-id-41531,2.1042506912594936
1815,635436,Stanovi,Prodaja,650000,3.892,167,2,3,1,,3.5,,1.0,Novogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/117249094/prodajemo-uknjizen-troiposoban-stan-u,2.1042506912594936
1816,635437,Stanovi,Prodaja,165000,2.391,69,4,5,1,,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/115914162/savski-trg-69m2-iv-ta,2.1042506912594936
1817,635438,Stanovi,Prodaja,250000,4.032,62,2,4,1,,2.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograđanka,,1,0,https://sasomange.rs//p/115911799/zeleni-venac-62m2-ii-ta,1.6357321765588402
1818,635439,Stanovi,Prodaja,360000,4.091,88,2,23,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/124813709/beograd-na-vodi-aurora-savrsen,1.1112000210374295
1819,635440,Stanovi,Prodaja,290000,2.613,111,6,6,1,,5.0,,1.0,Starogradnja,,Beograd,Savski venac, Palata pravde,,0,0,https://sasomange.rs//p/115915347/palata-pravde-111m2-vi-eg,1.253629233296969
1820,635441,Stanovi,Prodaja,532888,3.89,137,5,9,1,,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/116829817/savski-venac-beograd-na-vodi,1.1112000210374295
1821,635442,Stanovi,Prodaja,350000,2.991,117,2,3,1,,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/115915360/dedinje-117m2-ii-cg-uknj,2.1042506912594936
1822,635443,Stanovi,Prodaja,544888,3.585,152,5,8,1,,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/116555835/savski-venac-beograd-na-vodi,1.1112000210374295
1823,635444,Stanovi,Prodaja,423888,3.623,117,5,8,1,,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/116555827/savski-venac-beograd-na-vodi,1.1112000210374295
1824,635445,Stanovi,Prodaja,324888,3.914,83,3,6,1,,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/114392697/savski-venac-beograd-na-vodi,1.1112000210374295
1825,635446,Stanovi,Prodaja,270888,3.564,76,5,9,1,,2.5,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/114462846/savski-venac-beograd-na-vodi,1.1112000210374295
1826,635459,Stanovi,Prodaja,97600,1.6,61,1,3,1,Etažno,3.0,,1.0,Novogradnja,,Beograd,Zvezdara, Veliki Mokri Lug,,0,0,https://sasomange.rs//p/128517041/medakovic-padina-nikole-altomanovica-61m2,7.212888553561136
1827,635460,Stanovi,Prodaja,85000,1.635,52,-1,3,1,TA peć,2.0,,1.0,Starogradnja,,Beograd,Zvezdara, Lion,,0,0,https://sasomange.rs//p/113964381/2-0-lion-suboticka-52m2,3.39577391009416
1828,635461,Stanovi,Prodaja,155000,1.761,88,7,8,1,Centralno,4.0,,2.0,Starogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/112534789/zvezdara-mirijevo-vojina-djurasinovica-kostje,5.9291674812237805
1829,635462,Stanovi,Prodaja,91840,1.64,56,2,4,0,,3.0,,1.0,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/114265250/mirijevo-nov-stan-56m2-pdv,5.9291674812237805
1830,635463,Stanovi,Prodaja,236520,3.6,66,1,7,1,Centralno,3.0,,1.0,Novogradnja,Lux,Beograd,Zvezdara, Vukov Spomenik,,0,1,https://sasomange.rs//p/112549529/luksuzna-novogradnja-kod-vuka-id,2.4358488943593373
1831,635464,Stanovi,Prodaja,282060,3.6,78,7,7,1,Centralno,3.0,,1.0,Novogradnja,Lux,Beograd,Zvezdara, Vukov Spomenik,,0,1,https://sasomange.rs//p/112549510/luksuzna-novogradnja-kod-vuka-id,2.4358488943593373
1832,635465,Stanovi,Prodaja,456000,2.815,162,3,3,0,,6.0,,,,,Beograd,Zvezdara, Lion,,0,0,https://sasomange.rs//p/114187864/6-0-lion-batutova-162m2,3.39577391009416
1833,635466,Stanovi,Prodaja,180000,2.169,83,3,4,1,,3.0,,1.0,Starogradnja,,Beograd,Zvezdara, Vukov Spomenik,,0,0,https://sasomange.rs//p/118182283/zvezdara-vukov-spomenik-83m2-180000e,2.4358488943593373
1834,635467,Stanovi,Prodaja,273796,2.445,112,7,7,1,Etažno,4.0,,1.0,Novogradnja,,Beograd,Zvezdara, Lion,,0,1,https://sasomange.rs//p/114198838/cetvorosoban-stan-kod-liona-novogradnja,3.39577391009416
1835,635468,Stanovi,Prodaja,89000,1.712,52,2,2,0,Centralno,2.5,,,,,Beograd,Zvezdara, Lion,,0,0,https://sasomange.rs//p/114222470/zvezdara-lion-radoja-domanovica-52m2,3.39577391009416
1836,635469,Stanovi,Prodaja,160000,1.6,100,5,,1,Centralno,3.0,,1.0,Starogradnja,,Beograd,Zvezdara, Olimp,,1,0,https://sasomange.rs//p/135504421/povoljno-3-0-stan-na,4.487668778269208
1837,635470,Stanovi,Prodaja,418888,3.611,116,4,8,1,,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/116555825/savski-venac-beograd-na-vodi,1.1112000210374295
1838,635471,Stanovi,Prodaja,116550,1.85,63,4,4,0,Etažno,3.0,,,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/118213487/novogradnja-novo-mirijevo-63-m,5.9291674812237805
1839,635472,Stanovi,Prodaja,426888,3.712,115,7,8,1,,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/118214379/savski-venac-beograd-na-vodi,1.1112000210374295
1840,635473,Stanovi,Prodaja,290000,2.613,111,6,6,1,Etažno,4.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Centar,,1,1,https://sasomange.rs//p/114283055/centar-sarajevska-111m2-vi-eg,0.0
1841,635476,Stanovi,Prodaja,240000,1.846,130,7,8,1,,4.5,,1.0,Starogradnja,,Beograd,Savski venac, Palata pravde,,0,0,https://sasomange.rs//p/115915393/palata-pravde-130m2-vii-cg,1.253629233296969
1842,635478,Stanovi,Prodaja,140000,2.692,52,3,3,1,Centralno,2.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/114236694/savski-venac-dedinje-sime-lozanica,2.1042506912594936
1843,635479,Stanovi,Prodaja,300000,2.703,111,6,7,1,Etažno,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Centar,,0,0,https://sasomange.rs//p/114261074/lux-stan-sa-garazom-u,0.0
1844,635480,Stanovi,Prodaja,125000,1.374,91,0,2,0,Centralno,4.0,,,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/115256697/beograd-opstina-savski-venac-dedinje,2.1042506912594936
1845,635481,Stanovi,Prodaja,330000,3.402,97,1,2,1,Etažno,4.0,,,,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/114965608/dedinje-omladinska,2.1042506912594936
1846,635482,Stanovi,Prodaja,237500,2.5,95,1,5,1,Centralno,3.0,,,Starogradnja,,Beograd,Savski venac, Centar,,0,0,https://sasomange.rs//p/114964927/centar-karadjordjeva,0.0
1847,635483,Stanovi,Prodaja,350000,2.991,117,2,3,1,Centralno,4.0,,,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/114965112/dedinje-beli-dvor-miloja-djaka,2.1042506912594936
1848,635484,Stanovi,Prodaja,250000,4.032,62,2,4,1,Etažno,2.5,,,,,Beograd,Savski venac, Centar,,0,0,https://sasomange.rs//p/114965571/centar-lomina,0.0
1849,635485,Stanovi,Prodaja,350000,2.917,120,2,2,1,Etažno,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,1,0,https://sasomange.rs//p/116427292/stan-na-izuzetnoj-lokaciji-id,2.1042506912594936
1850,635486,Stanovi,Prodaja,257888,3.485,74,1,8,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116505353/beograd-na-vodi,1.1112000210374295
1851,635487,Stanovi,Prodaja,426888,3.649,117,5,9,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116347043/beograd-na-vodi,1.1112000210374295
1852,635498,Stanovi,Prodaja,79550,1.85,43,4,4,0,Etažno,2.0,,,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/118213549/novogradnja-novo-mirijevo-43-m,5.9291674812237805
1853,635499,Stanovi,Prodaja,111000,1.85,60,4,4,0,,3.0,,,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/118213550/novogradnja-novo-mirijevo-60-m,5.9291674812237805
1854,635500,Stanovi,Prodaja,453600,2.8,162,3,4,1,Etažno,6.0,,,Starogradnja,,Beograd,Zvezdara, Lion,,0,0,https://sasomange.rs//p/116373729/sestosoban-stan-na-prodaju-batutova,3.39577391009416
1855,635501,Stanovi,Prodaja,242785,2.95,82,0,3,0,Centralno,3.0,,,Novogradnja,,Beograd,Zvezdara, Zvezdarska šuma,,0,1,https://sasomange.rs//p/112309204/atria-residence-trosoban-stan,4.304899319797302
1856,635502,Stanovi,Prodaja,220000,1.264,174,4,4,1,Gas,4.5,,3.0,Starogradnja,Renoviran,Beograd,Zvezdara, Kluz,,0,1,https://sasomange.rs//p/139541614/hitna-prodaja-prednost-kes-kupci,4.949355181661503
1857,635503,Stanovi,Prodaja,320000,1.684,190,0,3,1,Centralno,5.0,,2.0,,,Beograd,Zvezdara, Mirijevo,,1,0,https://sasomange.rs//p/111812136/zvezdara-mirijevo-milica-od-macve,5.9291674812237805
1858,635504,Stanovi,Prodaja,132600,2.247,59,6,6,1,Centralno,2.5,,1.0,Starogradnja,,Beograd,Zvezdara, Mirijevo,,1,1,https://sasomange.rs//p/141563372/renoviran-uknjizen-stan-mirijevo-id,5.9291674812237805
1859,635505,Stanovi,Prodaja,114700,1.85,62,0,4,0,Etažno,3.0,,,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/118213657/novogradnja-novo-mirijevo-62-m,5.9291674812237805
1860,635506,Stanovi,Prodaja,83250,1.85,45,1,4,0,Etažno,2.0,,,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/118213591/novogradnja-novo-mirijevo-45-m,5.9291674812237805
1861,635507,Stanovi,Prodaja,107300,1.85,58,1,4,0,Etažno,3.0,,,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/118213621/novogradnja-novo-mirijevo-58-m,5.9291674812237805
1862,635508,Stanovi,Prodaja,88800,1.85,48,0,4,0,Etažno,3.0,,,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/118213663/novogradnja-novo-mirijevo-48-m,5.9291674812237805
1863,635509,Stanovi,Prodaja,303888,3.414,89,3,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/119490381/beograd-na-vodi,1.1112000210374295
1864,635510,Stanovi,Prodaja,268888,3.492,77,1,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116317148/beograd-na-vodi,1.1112000210374295
1865,635511,Stanovi,Prodaja,550888,3.773,146,8,9,0,Centralno,5.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116347014/beograd-na-vodi,1.1112000210374295
1866,635512,Stanovi,Prodaja,274888,3.617,76,1,9,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116347057/beograd-na-vodi,1.1112000210374295
1867,635513,Stanovi,Prodaja,278888,3.243,86,1,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/119490509/beograd-na-vodi,1.1112000210374295
1868,635514,Stanovi,Prodaja,355888,3.786,94,1,9,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116347058/beograd-na-vodi,1.1112000210374295
1869,635515,Stanovi,Prodaja,355888,3.786,94,1,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116317149/beograd-na-vodi,1.1112000210374295
1870,635516,Stanovi,Prodaja,272888,3.544,77,1,8,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116505354/beograd-na-vodi,1.1112000210374295
1871,635517,Stanovi,Prodaja,431888,3.756,115,6,9,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116347013/beograd-na-vodi,1.1112000210374295
1872,635518,Stanovi,Prodaja,347888,3.701,94,1,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/119490504/beograd-na-vodi,1.1112000210374295
1873,635519,Stanovi,Prodaja,268888,3.508,77,1,8,0,,2.5,,2.0,,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/116171526/bw-eterna-stan-od-76m2,1.1112000210374295
1874,635520,Stanovi,Prodaja,239000,1.912,125,7,8,1,Centralno,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Sajam,,0,1,https://sasomange.rs//p/116974888/odlican-stan-u-bulevaru-vojvode,0.8769859073960617
1875,635521,Stanovi,Prodaja,349900,2.991,117,2,3,1,Centralno,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/114967322/lux-nekretnina-u-mirnoj-ulici,2.1042506912594936
1876,635522,Stanovi,Prodaja,240000,2.143,112,7,8,1,Etažno,4.0,,1.0,Starogradnja,,Beograd,Savski venac, Palata pravde,,0,0,https://sasomange.rs//p/114966373/duplex-na-odlicnoj-lokaciji-id,1.253629233296969
1877,635523,Stanovi,Prodaja,293888,3.458,85,3,8,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116486663/beograd-na-vodi,1.1112000210374295
1878,635524,Stanovi,Prodaja,307886,3.421,90,3,8,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,1,https://sasomange.rs//p/116486664/beograd-na-vodi,1.1112000210374295
1879,635525,Stanovi,Prodaja,349000,2.983,117,2,3,0,Centralno,4.0,,,Starogradnja,,Beograd,Savski venac, Lisičji potok,,1,0,https://sasomange.rs//p/112331355/beograd-opstina-savski-venac-lisicji,3.3001078013063476
1880,635538,Stanovi,Prodaja,300000,2.679,112,1,3,1,Etažno,4.0,,,Starogradnja,,Beograd,Zvezdara, Vukov Spomenik,,0,0,https://sasomange.rs//p/135508107/zvezdara-vukov-spomenik-4-0,2.4358488943593373
1881,635540,Stanovi,Prodaja,110000,1.93,57,5,5,1,TA peć,2.5,,,,,Beograd,Zvezdara, Učiteljsko naselje,,0,0,https://sasomange.rs//p/120746872/zvezdara-uciteljsko-naselje-jelene-mioc,4.443990198890572
1882,635541,Stanovi,Prodaja,135000,2.368,57,3,4,1,Centralno,2.0,,,Starogradnja,,Beograd,Zvezdara, Olimp,,0,0,https://sasomange.rs//p/133159787/zvezdara-olimp-dusana-radovica-2,4.487668778269208
1883,635542,Stanovi,Prodaja,70000,2.258,31,5,5,1,Norveški radijatori,1.5,,1.0,Starogradnja,,Beograd,Zvezdara, Mirijevo,,1,1,https://sasomange.rs//p/137162466/dragoslava-djordjevica-gose-mirijevo-zvezdara,5.9291674812237805
1884,635543,Stanovi,Prodaja,55000,1.719,32,0,3,1,TA peć,1.0,,,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/112597417/zvezdara-mirijevo-3-marije-crnobori,5.9291674812237805
1885,635544,Stanovi,Prodaja,420000,3.182,132,2,4,1,Centralno,4.0,,1.0,,,Beograd,Zvezdara, Vukov Spomenik,,0,1,https://sasomange.rs//p/119512854/zvezdara-vukov-spomenik-4-0,2.4358488943593373
1886,635546,Stanovi,Prodaja,158500,1.957,81,1,2,1,Centralno,3.5,,2.0,Starogradnja,Izvorno stanje,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/133272602/mirijevo-mese-selimovica-3-5,5.9291674812237805
1887,635547,Stanovi,Prodaja,131500,2.529,52,3,3,1,TA peć,2.5,,1.0,Starogradnja,,Beograd,Zvezdara, Đeram pijaca,,0,0,https://sasomange.rs//p/133124211/djeram-djuke-dinic-2-5,2.836801079475314
1888,635548,Stanovi,Prodaja,59900,2.139,28,3,3,1,,1.0,,1.0,Novogradnja,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/138164767/prodaja-jednosoban-stan-rudi-cajaveca,5.9291674812237805
1889,635549,Stanovi,Prodaja,245000,2.5,98,1,3,0,,4.0,,,Novogradnja,,Beograd,Savski venac, Lisičji potok,,1,0,https://sasomange.rs//p/112331693/opstina-savski-venac-lisicji-potok,3.3001078013063476
1890,635550,Stanovi,Prodaja,250000,4.032,62,2,4,0,TA peć,2.5,,,Starogradnja,,Beograd,Savski venac, Kraljice Natalije,,1,0,https://sasomange.rs//p/112331236/opstina-savski-venac-zeleni-venac,2.1091316346284366
1891,635551,Stanovi,Prodaja,323000,3.198,101,1,2,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Senjak,,0,0,https://sasomange.rs//p/112331593/lux-novogradnja-na-senjaku,1.3840965110666832
1892,635552,Stanovi,Prodaja,240000,2.143,112,7,8,1,Centralno,4.0,,2.0,Starogradnja,,Beograd,Savski venac, Palata pravde,,0,1,https://sasomange.rs//p/112185149/savski-venac-palata-pravde-dr,1.253629233296969
1893,635553,Stanovi,Prodaja,600000,3.488,172,0,3,1,Gas,5.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Dedinje,,1,0,https://sasomange.rs//p/113903243/dedinje-id-1102,2.1042506912594936
1894,635554,Stanovi,Prodaja,376000,1.79,210,0,1,1,Etažno,6.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/112555213/dedinje-miloja-djaka-id-1114,2.1042506912594936
1895,635555,Stanovi,Prodaja,1000000,4.878,205,5,5,1,Centralno,5.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Dedinje,,0,1,https://sasomange.rs//p/112555169/dedinje-lux-novogradnja-id-1400,2.1042506912594936
1896,635556,Stanovi,Prodaja,350000,2.991,117,2,3,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Dedinje,,1,0,https://sasomange.rs//p/112617457/beograd-opstina-savski-venac-dedinje,2.1042506912594936
1897,635557,Stanovi,Prodaja,750000,3.125,240,4,4,1,,4.0,,1.0,Novogradnja,,Beograd,Savski venac, Dedinje,,0,1,https://sasomange.rs//p/112575885/savski-venac-dedinje-omladinska-4,2.1042506912594936
1898,635558,Stanovi,Prodaja,180000,2.535,71,5,6,1,Etažno,2.0,,,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/112575549/savski-venac-dedinje-neznanog-junaka,2.1042506912594936
1899,635559,Stanovi,Prodaja,185000,2.313,80,5,5,1,Centralno,3.0,,,Starogradnja,,Beograd,Savski venac, Savski trg,,0,1,https://sasomange.rs//p/112597881/savski-venac-savski-trg-savski,1.6625786996508616
1900,635561,Stanovi,Prodaja,343000,3.5,98,1,3,0,Etažno,4.0,,,,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/112597236/savski-venac-dedinje-omladinska-4,2.1042506912594936
1901,635562,Stanovi,Prodaja,370000,2.782,133,2,3,1,Gas,4.0,,,Novogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/112576008/savski-venac-dedinje-baje-pivljanina,2.1042506912594936
1902,635563,Stanovi,Prodaja,600000,3.636,165,0,2,1,Etažno,5.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/112575616/savski-venac-dedinje-sokobanjska-5,2.1042506912594936
